,Rating,Title,Review,Review_Date
204,4.0,Charging issue,Phone is automatically switched on when charging in switch off mode. Is this is a problem?,Reviewed in India 🇮🇳 on 1 March 2023
205,5.0,Best in market,I am very happy after using it. Worth its price,Reviewed in India 🇮🇳 on 27 April 2023
206,5.0,Owsm,Mobile is beautiful like and deliver to good and timely,Reviewed in India 🇮🇳 on 26 April 2023
207,4.0,7,Ok good,Reviewed in India 🇮🇳 on 16 March 2023
208,3.0,"It's ok I can't Good phone,","This phone is not that much i thought, just we can say ok, after updating shelf is not working, any many more issues, sometimes laging, after using i am expressing my views, i thought OnePlus is some thing special to operate, camera is good, but if we open camera in what's app worst..",Reviewed in India 🇮🇳 on 19 April 2023
209,4.0,How to upgrade oxygen OS version,I like it,Reviewed in India 🇮🇳 on 12 March 2023
210,4.0,Going great...for now,"I received it today. The quality is good. It's apt for gamers or video watchers. It has an expandable 5gb internal RAM. You have to make changes in the basic settings for it to become less technical and more usage friendly, like keypad. Battery is not draining fast but charges fast. The adapter is gigantic and travelers would need extra space for it. Adjusting to the sim tray and external memory or sim option could prove challenging. Bluetooth sound with wireless Samsung neck band wasn't so great. Sound vibrates while taking a video call. You should lower it to avoid spoiling the speakers. Not comfortable to carry with you while doing a workout. The phone came with a transparent cover.",Reviewed in India 🇮🇳 on 11 January 2023
211,5.0,Good,"very good and battery life is very good , camera quality is also good . It is a good phone with reasonable price .",Reviewed in India 🇮🇳 on 19 April 2023
212,5.0,Honest review,"The phone boasts a stunning 6.43-inch AMOLED display that delivers vibrant colors and sharp visuals. The screen has a resolution of 2400 x 1080 pixels and a 90Hz refresh rate, making it smooth and responsive. The device is also lightweight and easy to hold, with a slim profile that fits comfortably in the hand.",Reviewed in India 🇮🇳 on 10 April 2023
213,5.0,OnePlus Nord,Budget friendly when compared to other expensive. Easy to use n fast while navigating other apps,Reviewed in India 🇮🇳 on 2 May 2023
214,5.0,Honest review,This phone is good but ...has some heating issues but overall its ready to be ur first oneplus or ur even ur first phone.,Reviewed in India 🇮🇳 on 17 April 2023
215,4.0,5g experiance is too good..,It was good experence to shoping with amazon...my phone ie one plus is very nice ...5g experience is very good..Thanks Amazon team..,Reviewed in India 🇮🇳 on 25 February 2023
216,4.0,very nice,superb quality but camera lacks,Reviewed in India 🇮🇳 on 14 March 2023
217,4.0,"Very nice mobile, camera is awesome 👍","Camera quality is awesome, fingerprint very fast, battery life no long time & little heating problem",Reviewed in India 🇮🇳 on 2 March 2023
218,5.0,Go for it ! Best in its range !,Good experience till now. Best in this segment. Recommended.,Reviewed in India 🇮🇳 on 28 April 2023
219,5.0,No cons,This is a superb phone. Everything works as expected. Except that the finger print sensor location is not good. If you just hold the phone your fingers will touch the sensor and it tries to open continuously. Ultimately get locked it. The you need to use screen lock to use the phone.,Reviewed in India 🇮🇳 on 7 April 2023
220,5.0,Super product,"Amazing phone, with latest updated features in the best price.",30 April 2023
221,5.0,One +phone,"Very good feature, good service and on time delivery .Nice Phone",25 April 2023
222,5.0,Very good,Mast fon..i m happy thank you Amazon 🙏,3 May 2023
223,5.0,Phone lights weight & faster,This price amazing phone quality superb 👌Mid range budget u buy,25 April 2023
224,5.0,Awesome 👍,Super quality best product in mid range price,1 May 2023
225,5.0,This Phone is very nice phone all performance is v. Best,Phone well all performance best 👍💯,28 April 2023
226,5.0,Best phone,"The phone is good but the phone would have been great if it had an AMOLED display.  But because of the good performance in this phone, the phone is number one among all phones.  The camera quality is good which takes better photos than other phones.thanks oneplus.",8 April 2023
227,5.0,3rd in this series available,Nice phone but now next version is available,2 May 2023
228,5.0,Complete package,Phone is an all rounder in all aspects. Good move by Oneplus. Photo are also good as the performance of the phone,27 April 2023
229,5.0,Good product,"Good product,worth it for the spented Money",1 May 2023
230,5.0,Awesome 👍,Awesome product value of money 💰💰,3 May 2023
231,3.0,Mobile is not working well.,Mobile leaves internet network as well as other network also and show on screen service is unreachable again and again. Then I have to restart the cell again and again. As a result many messages of missed calls are found in inbox.,13 April 2023
232,5.0,Excellent,All products are very nice,2 May 2023
233,5.0,Value for money,"Highly recommended, design is amazing.",1 May 2023
234,5.0,Smooth experience,OnePlus ui is performing a great experience,30 April 2023
235,5.0,Good Quality Decent phone,"Handling, voice quality, picture quality is great! Camera is decent but could have been better. Many good features like screen recording along with microphone voice. However, OnePlus dialer is missing and instead Google dialer is used which announces call recording.",9 April 2023
236,5.0,Mind blowing product and super speed,Camera is GoodTouch sensor is goodSlight Heat on gamingClear soundSuper batteryAllover a gud product,22 April 2023
237,5.0,1plus camera superb,This model is very nice,27 April 2023
238,4.0,Phone good for gaming bgmi smoth + ultra 40 fps makes me unstoppable,"The media could not be loaded.
                



 For fire fire gamer this phone like wow what a smoth,  I am pubg player this phone support 40 fps but its better then 60 fps any other phone,",11 March 2023
239,3.0,Touch awesome,"Am writing this review after two months useageProCharging time and battery backupTouch screen and speedConsCamera is not upto the mark and touch sensor is not goodOverall, for this price could be even better",14 April 2023
240,5.0,Battery Cameraqulity so good,Good quality Exalent work,Reviewed in India 🇮🇳 on 3 May 2023
241,4.0,Nice,Nice,Reviewed in India 🇮🇳 on 9 March 2023
242,4.0,one plus fan club,nyc model21,Reviewed in India 🇮🇳 on 8 March 2023
243,5.0,Good 👍,Good quality of your service,Reviewed in India 🇮🇳 on 30 April 2023
244,5.0,Brand ki baat hai esse aache products hai es price pe,Pr kisi ko brand dikhana hai to best one you can get go for it,Reviewed in India 🇮🇳 on 22 April 2023
245,5.0,Good battery backup and processor is good,Very good phone,Reviewed in India 🇮🇳 on 28 April 2023
246,5.0,Love ❤,Relly like ❤,Reviewed in India 🇮🇳 on 2 May 2023
247,4.0,Setting phone icon as default,"If I set phone as default, I am unable to attend the call, whereas if Truecaller is set as default, it is working.",Reviewed in India 🇮🇳 on 4 March 2023
248,4.0,Battery low capacity,Battery get charge down very much. Rest of things are okay,Reviewed in India 🇮🇳 on 5 March 2023
249,5.0,Excellent,Excellent mobile for regular use,Reviewed in India 🇮🇳 on 28 April 2023
250,5.0,Good Model,Good Picture Quality,Reviewed in India 🇮🇳 on 2 May 2023
251,4.0,Average phone,,Reviewed in India 🇮🇳 on 10 March 2023
252,5.0,ं,बहुत ही अच्छा,Reviewed in India 🇮🇳 on 30 April 2023
253,5.0,Brightness very low,"Sun brightness, very low",Reviewed in India 🇮🇳 on 28 April 2023
254,4.0,Mid cost budget phone,Beat phone gifted to wife. Good product and quality is good.Mid range product with nice featured.On time delivery and delivered in safe condition.Thanku,Reviewed in India 🇮🇳 on 26 February 2023
255,5.0,perfect as expected,As of now all ok,Reviewed in India 🇮🇳 on 28 April 2023
256,5.0,सुंदर!,सर्वोत्म सेवा,Reviewed in India 🇮🇳 on 1 May 2023
257,3.0,Pedicure while in use,The product several windows while a person is using. The screen is sensitive and even can open a window by the touch of ear. The screen does not go dark while it is in use.,Reviewed in India 🇮🇳 on 15 April 2023
258,5.0,Very good,Good product,Reviewed in India 🇮🇳 on 2 May 2023
259,4.0,Performance is not too much good as price point,Mobile is good but camera is not,Reviewed in India 🇮🇳 on 6 March 2023
260,5.0,Good experience,Good experience,29 April 2023
261,4.0,good product,good product.,28 February 2023
262,5.0,Good quality,Like it,27 April 2023
263,5.0,Worth for money this range,Nice mobile,4 May 2023
264,5.0,Nyc Phone,"If you searching for budget phone with good features, you please go for it.",21 April 2023
265,5.0,5,Good,29 April 2023
266,5.0,Good,Good,1 May 2023
267,5.0,Great deal,Good timely delivery,2 May 2023
268,5.0,Ok,Good,27 April 2023
269,4.0,Hang,Hang hota hai,2 March 2023
270,3.0,Taj,Camera is literally baakwas .... Performance is good camera clarity is zero.It spolies the brand name of one plus really disappointed 😞....,Reviewed in India 🇮🇳 on 25 April 2023
271,5.0,Best buy,Worth it,Reviewed in India 🇮🇳 on 29 April 2023
272,4.0,Colour and look beautiful,Yes I like this product,Reviewed in India 🇮🇳 on 6 March 2023
273,3.0,Waste,Don't buy this product there is lots of problems. Mute problem is the biggest dark sicrate.......,Reviewed in India 🇮🇳 on 25 April 2023
